account_id,account_type,customer_segment,kyc_status,account_age_days,country,region,preferred_channel,device_type,device_risk_score,login_failed_attempts,avg_monthly_txn_count,avg_monthly_amount,is_high_risk_profile,profile_created_at
C1000002644,CUSTOMER,BASIC,PENDING,124,PE,Junin,MOBILE,ANDROID,52,1,169,1340.17,0,2020-10-31
C1000002645,CUSTOMER,BASIC,VERIFIED,1619,PE,Puno,WEB,ANDROID,25,2,123,6735.85,0,2024-07-28
C1000002646,CUSTOMER,BASIC,VERIFIED,3160,PE,Junin,MOBILE,ANDROID,35,1,74,1293.46,0,2020-03-16
C1000002647,CUSTOMER,PREMIUM,VERIFIED,1322,CO,International,MOBILE,IOS,16,0,78,8998.58,0,2021-05-25
C1000002648,CUSTOMER,PREMIUM,VERIFIED,3621,CL,International,MOBILE,WEB_BROWSER,25,0,49,3598.16,0,2023-10-11
C1000002649,CUSTOMER,PREMIUM,VERIFIED,2366,PE,Puno,AGENCY,ANDROID,25,0,62,1713.99,0,2025-05-02
C1000002650,CUSTOMER,STANDARD,PENDING,3086,PE,Puno,MOBILE,ANDROID,54,0,113,5178.33,0,2025-01-07
C1000002651,CUSTOMER,BASIC,VERIFIED,3262,PE,La Libertad,AGENCY,POS,12,2,116,9802.3,0,2023-06-14
C1000002652,CUSTOMER,BASIC,VERIFIED,3064,MX,International,MOBILE,POS,29,1,28,2944.01,0,2021-11-09
C1000002653,CUSTOMER,BASIC,VERIFIED,157,PE,Lima,WEB,ANDROID,53,5,6,6165.22,1,2022-10-15
C1000002654,CUSTOMER,BASIC,VERIFIED,3217,PE,Arequipa,ATM,IOS,57,3,109,8330.98,0,2024-04-16
C1000002655,CUSTOMER,BASIC,PENDING,3612,PE,Arequipa,MOBILE,POS,79,5,160,8132.57,1,2024-06-02
C1000002656,CUSTOMER,STANDARD,VERIFIED,1309,PE,La Libertad,WEB,ANDROID,49,1,58,686.38,0,2021-02-22
C1000002657,CUSTOMER,BASIC,VERIFIED,2769,MX,International,WEB,WEB_BROWSER,43,0,150,6049.87,0,2024-11-03
C1000002658,CUSTOMER,BASIC,VERIFIED,1319,PE,Huanuco,AGENCY,ANDROID,41,3,81,1996.79,0,2020-03-25
C1000002659,CUSTOMER,BASIC,VERIFIED,2725,PE,Cusco,MOBILE,WEB_BROWSER,30,0,50,8948.57,0,2023-03-14
C1000002660,CUSTOMER,STANDARD,VERIFIED,1137,PE,Arequipa,MOBILE,WEB_BROWSER,21,0,74,6676.1,0,2021-11-06
C1000002661,CUSTOMER,STANDARD,VERIFIED,1954,PE,Puno,WEB,ANDROID,35,0,21,1402.84,0,2021-05-16
C1000002662,CUSTOMER,PREMIUM,VERIFIED,426,PE,Lima,MOBILE,ANDROID,42,3,135,1977.04,0,2023-09-19
C1000002663,CUSTOMER,STANDARD,VERIFIED,3290,PE,Cusco,WEB,ANDROID,35,3,124,6691.49,0,2021-12-19
C1000002664,CUSTOMER,BASIC,VERIFIED,377,US,International,WEB,ANDROID,44,0,104,11070.28,0,2021-07-30
C1000002665,CUSTOMER,BASIC,VERIFIED,3234,PE,Junin,WEB,IOS,42,1,150,3017.1,0,2021-08-13
C1000002666,CUSTOMER,STANDARD,VERIFIED,2121,PE,Arequipa,MOBILE,ANDROID,16,1,66,6043.09,0,2025-09-15
C1000002667,CUSTOMER,STANDARD,VERIFIED,3555,PE,La Libertad,MOBILE,IOS,8,1,21,9937.08,0,2024-03-21
C1000002668,CUSTOMER,PREMIUM,VERIFIED,2792,PE,Piura,ATM,ANDROID,37,2,156,9229.16,0,2022-05-14
C1000002669,CUSTOMER,BASIC,VERIFIED,3481,PE,Huanuco,MOBILE,ANDROID,6,0,154,11073.39,0,2024-01-27
C1000002670,CUSTOMER,STANDARD,REJECTED,1768,PE,Cusco,WEB,WEB_BROWSER,64,0,135,2856.3,1,2021-06-18
C1000002671,CUSTOMER,BASIC,VERIFIED,112,PE,Piura,WEB,ANDROID,47,0,95,5133.73,0,2025-09-27
C1000002672,CUSTOMER,BASIC,VERIFIED,1663,PE,Cusco,MOBILE,ANDROID,31,3,22,2682.87,0,2025-11-18
C1000002673,CUSTOMER,STANDARD,VERIFIED,2489,PE,Huanuco,MOBILE,ANDROID,32,0,43,7100.52,0,2024-03-02
C1000002674,CUSTOMER,STANDARD,VERIFIED,3401,CO,International,MOBILE,ANDROID,34,1,47,5044.34,0,2025-09-20
C1000002675,CUSTOMER,PREMIUM,VERIFIED,3366,PE,Cusco,ATM,ANDROID,30,0,53,3712.08,0,2022-06-23
C1000002676,CUSTOMER,BASIC,VERIFIED,1428,PE,Cusco,MOBILE,IOS,43,0,106,1695.31,0,2025-06-11
C1000002677,CUSTOMER,PREMIUM,VERIFIED,2791,PE,Junin,WEB,ANDROID,43,1,46,4613.16,0,2025-09-13
C1000002678,CUSTOMER,BASIC,VERIFIED,2681,PE,Puno,WEB,ANDROID,47,0,149,1682.93,0,2025-08-06
C1000002679,CUSTOMER,PREMIUM,VERIFIED,280,PE,Cusco,WEB,ANDROID,36,2,49,8746.25,0,2024-04-01
C1000002680,CUSTOMER,BASIC,VERIFIED,2544,PE,Junin,MOBILE,IOS,45,0,82,5141.59,0,2022-02-21
C1000002681,CUSTOMER,BASIC,VERIFIED,1962,PE,La Libertad,WEB,ANDROID,16,0,157,10507.78,0,2022-06-06
C1000002682,CUSTOMER,BUSINESS,VERIFIED,2826,MX,International,AGENCY,IOS,14,0,77,2095.47,0,2023-11-06
C1000002683,CUSTOMER,STANDARD,VERIFIED,1254,PE,Junin,AGENCY,IOS,33,2,124,3137.34,0,2021-12-15
C1000002684,CUSTOMER,STANDARD,VERIFIED,2960,PE,Junin,MOBILE,WEB_BROWSER,33,1,45,1102.99,0,2023-02-14
C1000002685,CUSTOMER,BASIC,VERIFIED,1309,PE,Huanuco,MOBILE,WEB_BROWSER,36,0,47,2632.12,0,2020-02-09
C1000002686,CUSTOMER,STANDARD,REJECTED,3648,PE,Cusco,MOBILE,ANDROID,76,0,11,537.01,1,2022-03-14
C1000002687,CUSTOMER,PREMIUM,VERIFIED,586,PE,La Libertad,MOBILE,POS,51,0,68,3999.31,0,2024-01-27
C1000002688,CUSTOMER,BASIC,VERIFIED,894,PE,Puno,ATM,ANDROID,36,6,99,760.63,1,2023-11-21
C1000002689,CUSTOMER,STANDARD,VERIFIED,202,PE,Arequipa,AGENCY,IOS,10,0,27,5044.87,0,2021-01-12
C1000002690,CUSTOMER,STANDARD,VERIFIED,2047,PE,Cusco,WEB,IOS,59,3,91,11923.96,0,2023-08-02
C1000002691,CUSTOMER,BASIC,VERIFIED,1899,PE,Piura,WEB,ANDROID,39,1,164,5029.09,0,2023-09-14
C1000002692,CUSTOMER,BASIC,VERIFIED,2612,PE,Lima,ATM,ANDROID,9,0,92,5953.49,0,2025-06-01
C1000002693,CUSTOMER,BASIC,VERIFIED,2171,CL,International,MOBILE,ANDROID,50,1,92,7658.83,0,2022-04-09
C1000002694,CUSTOMER,STANDARD,VERIFIED,3274,PE,Piura,MOBILE,WEB_BROWSER,26,0,63,9803.29,0,2023-05-01
C1000002695,CUSTOMER,PREMIUM,VERIFIED,120,PE,Junin,WEB,ANDROID,45,2,118,6996.77,0,2020-12-19
C1000002696,CUSTOMER,BASIC,VERIFIED,1070,PE,Piura,WEB,ANDROID,11,0,178,3031.76,0,2021-11-02
C1000002697,CUSTOMER,STANDARD,VERIFIED,2089,CO,International,MOBILE,POS,21,0,121,1072.34,0,2024-06-21
C1000002698,CUSTOMER,BASIC,VERIFIED,770,PE,Huanuco,WEB,ANDROID,59,5,106,2999.17,1,2024-08-30
C1000002699,CUSTOMER,PREMIUM,VERIFIED,1732,CL,International,MOBILE,ANDROID,30,1,114,6919.69,0,2020-10-27
C1000002700,CUSTOMER,STANDARD,VERIFIED,1193,PE,Huanuco,MOBILE,POS,35,2,3,3548.54,0,2025-06-02
C1000002701,CUSTOMER,STANDARD,VERIFIED,1612,CO,International,MOBILE,IOS,37,0,143,735.26,0,2020-05-19
C1000002702,CUSTOMER,STANDARD,VERIFIED,1948,PE,Lima,MOBILE,ANDROID,19,0,135,3468.51,0,2025-04-07
C1000002703,CUSTOMER,PREMIUM,VERIFIED,2323,CL,International,WEB,ANDROID,34,0,124,5599.27,0,2025-07-28
C1000002704,CUSTOMER,STANDARD,VERIFIED,3567,PE,Puno,MOBILE,ANDROID,15,1,88,9722.05,0,2020-02-26
C1000002705,CUSTOMER,STANDARD,VERIFIED,828,PE,La Libertad,MOBILE,ANDROID,8,0,29,9513.98,0,2021-08-08
C1000002706,CUSTOMER,STANDARD,PENDING,738,PE,Lima,AGENCY,WEB_BROWSER,50,0,47,9092.07,0,2023-03-26
C1000002707,CUSTOMER,PREMIUM,VERIFIED,2273,PE,Puno,WEB,ANDROID,8,2,28,5792.42,0,2020-08-04
C1000002708,CUSTOMER,BASIC,REJECTED,3527,PE,Cusco,AGENCY,WEB_BROWSER,84,2,104,7457.55,1,2021-08-16
C1000002709,CUSTOMER,BASIC,VERIFIED,2559,PE,Lima,MOBILE,ANDROID,32,1,105,3480.45,0,2025-10-02
C1000002710,CUSTOMER,BASIC,PENDING,895,PE,Junin,MOBILE,POS,72,6,106,5070.02,1,2022-12-10
C1000002711,CUSTOMER,BASIC,PENDING,2328,PE,Junin,ATM,WEB_BROWSER,61,1,113,1966.49,0,2025-11-11
C1000002712,CUSTOMER,PREMIUM,VERIFIED,3120,PE,Puno,MOBILE,ANDROID,63,6,145,9984.69,1,2023-10-13
C1000002713,CUSTOMER,STANDARD,VERIFIED,2117,PE,Junin,AGENCY,ANDROID,9,1,53,7794.83,0,2021-06-15
C1000002714,CUSTOMER,STANDARD,VERIFIED,2986,PE,Huanuco,AGENCY,WEB_BROWSER,14,0,36,2718.95,0,2021-11-20
C1000002715,CUSTOMER,STANDARD,VERIFIED,2718,MX,International,WEB,ANDROID,26,0,169,10020.19,0,2020-08-23
C1000002716,CUSTOMER,BASIC,VERIFIED,2880,PE,Huanuco,MOBILE,ANDROID,40,0,174,7697.42,0,2025-05-06
C1000002717,CUSTOMER,PREMIUM,VERIFIED,1510,PE,Lima,MOBILE,IOS,32,0,55,8479.43,0,2024-07-28
C1000002718,CUSTOMER,STANDARD,VERIFIED,1068,US,International,ATM,IOS,27,2,25,1595.26,0,2020-01-13
C1000002719,CUSTOMER,BASIC,VERIFIED,2989,MX,International,MOBILE,WEB_BROWSER,34,2,53,7648.37,0,2022-02-27
C1000002720,CUSTOMER,BASIC,PENDING,1332,PE,Lima,WEB,ANDROID,37,0,42,7246.76,0,2020-09-03
C1000002721,CUSTOMER,BASIC,VERIFIED,1765,CO,International,WEB,POS,43,1,17,6339.17,0,2021-01-01
C1000002722,CUSTOMER,BASIC,VERIFIED,209,PE,Huanuco,WEB,WEB_BROWSER,42,0,162,6784.2,0,2021-04-17
C1000002723,CUSTOMER,STANDARD,VERIFIED,3073,PE,Huanuco,WEB,IOS,44,0,119,10055.56,0,2022-04-21
C1000002724,CUSTOMER,STANDARD,PENDING,1345,PE,Arequipa,AGENCY,ANDROID,36,0,65,7187.17,0,2025-07-19
C1000002725,CUSTOMER,STANDARD,VERIFIED,3004,PE,Piura,MOBILE,ANDROID,27,0,78,5246.19,0,2025-08-14
C1000002726,CUSTOMER,STANDARD,VERIFIED,3142,PE,La Libertad,MOBILE,IOS,17,0,106,6561.05,0,2022-10-17
C1000002727,CUSTOMER,BASIC,VERIFIED,1123,PE,Piura,AGENCY,WEB_BROWSER,30,6,170,5524.31,1,2020-04-17
C1000002728,CUSTOMER,BASIC,VERIFIED,2954,CO,International,WEB,IOS,34,0,149,3174.23,0,2023-10-03
C1000002729,CUSTOMER,STANDARD,VERIFIED,2100,PE,Lima,WEB,ANDROID,53,0,105,5881.94,0,2022-09-14
C1000002730,CUSTOMER,BASIC,VERIFIED,3608,PE,Huanuco,MOBILE,UNKNOWN,51,0,56,3654.41,0,2021-08-08
C1000002731,CUSTOMER,STANDARD,VERIFIED,2383,PE,Cusco,ATM,ANDROID,15,0,105,11757.77,0,2023-06-30
C1000002732,CUSTOMER,STANDARD,VERIFIED,2847,PE,Cusco,WEB,IOS,23,0,29,1396.03,0,2024-08-12
C1000002733,CUSTOMER,STANDARD,REJECTED,3296,CL,International,WEB,ANDROID,84,1,169,6959.45,1,2023-07-17
C1000002734,CUSTOMER,BASIC,VERIFIED,2750,CO,International,MOBILE,UNKNOWN,24,0,147,10473.61,0,2023-09-03
C1000002735,CUSTOMER,BASIC,VERIFIED,2632,PE,Junin,ATM,WEB_BROWSER,34,0,78,1408.26,0,2023-11-08
C1000002736,CUSTOMER,STANDARD,VERIFIED,442,PE,Piura,MOBILE,IOS,51,0,106,3423.67,0,2025-10-10
C1000002737,CUSTOMER,STANDARD,VERIFIED,3417,PE,La Libertad,MOBILE,ANDROID,13,1,60,184.07,0,2023-07-22
C1000002738,CUSTOMER,STANDARD,REJECTED,175,PE,Puno,AGENCY,ANDROID,51,0,156,11323.25,1,2020-07-16
C1000002739,CUSTOMER,STANDARD,VERIFIED,371,MX,International,AGENCY,POS,28,0,61,4725.83,0,2022-06-07
C1000002740,CUSTOMER,STANDARD,PENDING,879,PE,Huanuco,WEB,ANDROID,67,0,144,8102.29,0,2021-10-09
C1000002741,CUSTOMER,STANDARD,PENDING,1449,PE,Arequipa,MOBILE,WEB_BROWSER,46,2,26,5254.37,0,2020-06-02
C1000002742,CUSTOMER,BUSINESS,VERIFIED,2232,CO,International,ATM,POS,12,1,86,2999.12,0,2020-06-05
C1000002743,CUSTOMER,STANDARD,VERIFIED,1827,MX,International,WEB,WEB_BROWSER,43,0,17,4668.76,0,2023-04-07
C1000002744,CUSTOMER,BASIC,VERIFIED,3270,PE,Puno,WEB,ANDROID,53,3,69,1541.29,0,2023-07-16
C1000002745,CUSTOMER,PREMIUM,PENDING,2675,PE,Arequipa,MOBILE,WEB_BROWSER,33,1,166,519.48,0,2024-09-24
C1000002746,CUSTOMER,BASIC,VERIFIED,2401,PE,La Libertad,MOBILE,POS,40,1,68,3412.16,0,2021-06-21
C1000002747,CUSTOMER,BASIC,VERIFIED,2194,PE,Arequipa,MOBILE,ANDROID,26,0,112,1682.54,0,2022-11-20
C1000002748,CUSTOMER,STANDARD,VERIFIED,295,CO,International,WEB,ANDROID,17,2,98,7058.4,0,2021-10-07
C1000002749,CUSTOMER,BASIC,REJECTED,2531,PE,La Libertad,ATM,IOS,73,0,151,724.76,1,2025-10-12
C1000002750,CUSTOMER,STANDARD,PENDING,1853,PE,Lima,WEB,IOS,60,0,112,1324.31,0,2024-05-18
C1000002751,CUSTOMER,BASIC,VERIFIED,246,PE,Junin,WEB,ANDROID,13,1,109,3373.13,0,2022-03-31
C1000002752,CUSTOMER,BASIC,VERIFIED,3127,PE,Huanuco,MOBILE,ANDROID,45,0,134,7312.01,0,2024-06-20
C1000002753,CUSTOMER,STANDARD,VERIFIED,1976,PE,La Libertad,MOBILE,ANDROID,7,0,179,5812.75,0,2025-08-29
C1000002754,CUSTOMER,BUSINESS,PENDING,2378,PE,Piura,MOBILE,IOS,57,1,133,5797.35,0,2021-12-24
C1000002755,CUSTOMER,BASIC,VERIFIED,3522,PE,La Libertad,MOBILE,ANDROID,39,0,125,9308.85,0,2021-10-17
C1000002756,CUSTOMER,BASIC,VERIFIED,1272,PE,Lima,WEB,ANDROID,43,1,123,3314.74,0,2020-03-12
C1000002757,CUSTOMER,PREMIUM,VERIFIED,799,CL,International,MOBILE,ANDROID,34,0,130,10003.28,0,2021-01-21
C1000002758,CUSTOMER,BASIC,VERIFIED,3420,PE,Piura,WEB,UNKNOWN,53,0,101,3604.18,0,2023-10-27
C1000002759,CUSTOMER,BASIC,VERIFIED,2791,CO,International,MOBILE,WEB_BROWSER,12,2,24,881.59,0,2020-04-24
C1000002760,CUSTOMER,BUSINESS,VERIFIED,1118,PE,Piura,WEB,IOS,25,2,127,2435.57,0,2021-12-14
C1000002761,CUSTOMER,BUSINESS,VERIFIED,2241,PE,Puno,AGENCY,ANDROID,31,1,127,7850.8,0,2025-10-06
C1000002762,CUSTOMER,PREMIUM,VERIFIED,2592,US,International,MOBILE,IOS,42,2,175,10145.49,0,2020-02-12
C1000002763,CUSTOMER,BASIC,VERIFIED,3127,PE,Piura,MOBILE,WEB_BROWSER,42,4,72,2841.74,0,2022-11-20
C1000002764,CUSTOMER,STANDARD,VERIFIED,2368,PE,Huanuco,MOBILE,ANDROID,33,0,12,10168.05,0,2025-06-18
C1000002765,CUSTOMER,BASIC,VERIFIED,695,PE,Lima,MOBILE,ANDROID,9,1,46,4417.57,0,2023-05-30
C1000002766,CUSTOMER,BASIC,PENDING,1482,US,International,MOBILE,WEB_BROWSER,48,0,174,6797.87,0,2024-10-20
C1000002767,CUSTOMER,BASIC,VERIFIED,1854,PE,Lima,MOBILE,ANDROID,31,1,135,11529.65,0,2023-08-21
C1000002768,CUSTOMER,BASIC,PENDING,1933,PE,Junin,WEB,ANDROID,37,0,113,3535.52,0,2024-03-02
C1000002769,CUSTOMER,STANDARD,VERIFIED,47,PE,Junin,MOBILE,WEB_BROWSER,41,1,55,6662.44,0,2020-05-20
C1000002770,CUSTOMER,STANDARD,PENDING,2067,PE,Cusco,AGENCY,IOS,21,2,71,10034.04,0,2025-07-05
C1000002771,CUSTOMER,BASIC,VERIFIED,850,CL,International,WEB,WEB_BROWSER,44,0,139,11511.37,0,2021-11-19
C1000002772,CUSTOMER,STANDARD,VERIFIED,2052,PE,Puno,MOBILE,POS,50,6,125,5059.14,1,2022-02-16
C1000002773,CUSTOMER,STANDARD,VERIFIED,81,PE,Puno,AGENCY,WEB_BROWSER,53,3,6,4792.26,0,2024-08-18
C1000002774,CUSTOMER,STANDARD,VERIFIED,2509,PE,Lima,MOBILE,ANDROID,21,0,135,4834.26,0,2022-11-23
C1000002775,CUSTOMER,STANDARD,PENDING,1043,PE,Arequipa,AGENCY,ANDROID,40,2,166,10150.4,0,2023-06-09
C1000002776,CUSTOMER,PREMIUM,VERIFIED,3274,PE,Junin,MOBILE,IOS,8,0,78,4536.14,0,2022-06-12
C1000002777,CUSTOMER,BASIC,VERIFIED,1419,PE,Cusco,WEB,UNKNOWN,63,1,127,8898.33,0,2020-06-10
C1000002778,CUSTOMER,BASIC,PENDING,3125,US,International,ATM,POS,56,0,161,5148.8,0,2024-10-30
C1000002779,CUSTOMER,BASIC,VERIFIED,1603,PE,Huanuco,WEB,ANDROID,13,0,37,6451.04,0,2020-08-28
C1000002780,CUSTOMER,BASIC,PENDING,3398,PE,Arequipa,AGENCY,ANDROID,46,3,55,10287.05,0,2021-11-14
C1000002781,CUSTOMER,PREMIUM,VERIFIED,1725,PE,Huanuco,MOBILE,WEB_BROWSER,29,0,44,367.34,0,2021-02-15
C1000002782,CUSTOMER,PREMIUM,VERIFIED,1159,PE,La Libertad,WEB,WEB_BROWSER,50,0,89,2294.88,0,2024-12-09
C1000002783,CUSTOMER,PREMIUM,VERIFIED,2122,CL,International,WEB,UNKNOWN,34,0,48,2831.25,0,2023-09-30
C1000002784,CUSTOMER,BASIC,VERIFIED,1974,US,International,MOBILE,ANDROID,31,0,9,11436.32,0,2022-05-09
C1000002785,CUSTOMER,PREMIUM,VERIFIED,931,PE,Huanuco,WEB,WEB_BROWSER,29,1,112,2500.38,0,2020-01-26
C1000002786,CUSTOMER,BASIC,PENDING,792,PE,Arequipa,WEB,ANDROID,47,0,54,7431.71,0,2024-05-01
C1000002787,CUSTOMER,PREMIUM,VERIFIED,2601,CL,International,MOBILE,ANDROID,9,1,26,7011.24,0,2026-01-06
C1000002788,CUSTOMER,BASIC,VERIFIED,2041,CO,International,MOBILE,IOS,47,0,157,2377.08,0,2024-07-16
C1000002789,CUSTOMER,BASIC,VERIFIED,2343,PE,Huanuco,MOBILE,ANDROID,32,0,82,7762.21,0,2020-10-27
C1000002790,CUSTOMER,BASIC,PENDING,144,PE,Junin,WEB,ANDROID,54,1,4,6873.46,0,2022-11-16
C1000002791,CUSTOMER,PREMIUM,VERIFIED,3181,PE,La Libertad,MOBILE,ANDROID,61,3,123,3252.12,0,2020-02-12
C1000002792,CUSTOMER,BASIC,PENDING,25,PE,Arequipa,WEB,IOS,55,1,166,7939.14,0,2021-10-17
C1000002793,CUSTOMER,PREMIUM,PENDING,1685,PE,Huanuco,MOBILE,IOS,77,3,74,1036.06,1,2020-07-02
C1000002794,CUSTOMER,BASIC,VERIFIED,3205,PE,Puno,MOBILE,IOS,17,1,160,7548.07,0,2023-05-18
C1000002795,CUSTOMER,STANDARD,VERIFIED,1768,PE,Lima,WEB,ANDROID,12,0,134,3816.2,0,2020-06-20
C1000002796,CUSTOMER,BASIC,VERIFIED,3617,PE,Piura,WEB,IOS,24,0,80,11206.01,0,2025-02-25
C1000002797,CUSTOMER,BASIC,VERIFIED,2491,PE,Piura,MOBILE,WEB_BROWSER,64,5,172,9559.35,1,2022-12-14
C1000002798,CUSTOMER,PREMIUM,VERIFIED,442,CO,International,MOBILE,UNKNOWN,63,0,159,4953.47,0,2021-04-07
C1000002799,CUSTOMER,BUSINESS,VERIFIED,2472,PE,Arequipa,ATM,UNKNOWN,70,0,33,11142.83,1,2021-05-23
C1000002800,CUSTOMER,STANDARD,VERIFIED,2222,US,International,ATM,POS,40,1,76,8215.05,0,2023-01-27
C1000002801,CUSTOMER,STANDARD,VERIFIED,3420,PE,Huanuco,WEB,IOS,15,0,54,4510.18,0,2020-10-12
C1000002802,CUSTOMER,STANDARD,VERIFIED,998,PE,Lima,WEB,ANDROID,22,0,103,1406.71,0,2023-03-22
C1000002803,CUSTOMER,BASIC,VERIFIED,1474,PE,Cusco,MOBILE,IOS,25,2,152,9583.07,0,2022-01-06
C1000002804,CUSTOMER,BASIC,VERIFIED,1461,PE,Puno,WEB,UNKNOWN,66,0,173,11887.02,0,2021-03-17
C1000002805,CUSTOMER,STANDARD,VERIFIED,3312,PE,Arequipa,MOBILE,WEB_BROWSER,30,0,42,5728.45,0,2023-12-14
C1000002806,CUSTOMER,PREMIUM,VERIFIED,1740,PE,Puno,WEB,WEB_BROWSER,25,0,158,3461.11,0,2022-07-23
C1000002807,CUSTOMER,PREMIUM,VERIFIED,1086,MX,International,MOBILE,ANDROID,8,0,145,8186.26,0,2022-09-21
C1000002808,CUSTOMER,PREMIUM,PENDING,1065,PE,Huanuco,AGENCY,WEB_BROWSER,37,0,100,4167.07,0,2024-08-16
C1000002809,CUSTOMER,BUSINESS,VERIFIED,81,PE,Arequipa,MOBILE,ANDROID,33,1,137,606.8,0,2022-02-11
C1000002810,CUSTOMER,BASIC,VERIFIED,56,CO,International,MOBILE,WEB_BROWSER,46,1,139,8222.33,0,2024-05-21
C1000002811,CUSTOMER,BASIC,VERIFIED,2113,PE,Cusco,WEB,WEB_BROWSER,30,1,122,7354.14,0,2024-02-06
C1000002812,CUSTOMER,BASIC,VERIFIED,1141,PE,Arequipa,MOBILE,ANDROID,33,0,36,10215.93,0,2023-09-14
C1000002813,CUSTOMER,BASIC,VERIFIED,2622,MX,International,MOBILE,WEB_BROWSER,29,4,59,6500.83,0,2021-02-05
C1000002814,CUSTOMER,PREMIUM,VERIFIED,448,PE,Piura,MOBILE,POS,44,1,85,8817.26,0,2022-05-06
C1000002815,CUSTOMER,BASIC,PENDING,1249,PE,Puno,MOBILE,WEB_BROWSER,38,1,48,998.34,0,2023-01-31
C1000002816,CUSTOMER,BASIC,PENDING,33,PE,Lima,AGENCY,IOS,60,0,125,901.31,0,2024-06-19
C1000002817,CUSTOMER,STANDARD,VERIFIED,1176,CL,International,MOBILE,IOS,46,0,51,11663.23,0,2021-01-21
C1000002818,CUSTOMER,BASIC,PENDING,889,CO,International,AGENCY,IOS,21,1,179,11421.74,0,2022-10-13
C1000002819,CUSTOMER,BUSINESS,VERIFIED,1259,PE,La Libertad,MOBILE,ANDROID,24,2,21,9605.74,0,2023-06-24
C1000002820,CUSTOMER,BASIC,PENDING,2857,MX,International,WEB,POS,39,0,75,9923.21,0,2022-08-28
C1000002821,CUSTOMER,STANDARD,VERIFIED,3608,CO,International,WEB,ANDROID,38,0,95,2586.81,0,2020-01-26
C1000002822,CUSTOMER,STANDARD,PENDING,1150,PE,Piura,MOBILE,IOS,69,4,140,6537.31,0,2025-04-19
C1000002823,CUSTOMER,STANDARD,VERIFIED,1863,MX,International,MOBILE,POS,33,0,88,10515.43,0,2025-03-18
C1000002824,CUSTOMER,BASIC,VERIFIED,1398,PE,Huanuco,WEB,UNKNOWN,52,1,105,712.04,0,2022-08-02
C1000002825,CUSTOMER,STANDARD,PENDING,3524,PE,Junin,MOBILE,ANDROID,46,0,150,2580.53,0,2024-03-02
C1000002826,CUSTOMER,BASIC,VERIFIED,2530,PE,Puno,MOBILE,ANDROID,37,2,88,11933.59,0,2023-02-07
C1000002827,CUSTOMER,BASIC,VERIFIED,1847,PE,Lima,MOBILE,ANDROID,20,0,57,8919.03,0,2025-02-07
C1000002828,CUSTOMER,BASIC,VERIFIED,609,PE,Piura,ATM,IOS,7,0,101,5024.97,0,2021-10-20
C1000002829,CUSTOMER,BASIC,VERIFIED,287,PE,La Libertad,MOBILE,POS,37,0,96,6167.9,0,2025-09-12
C1000002830,CUSTOMER,BASIC,VERIFIED,1067,PE,Piura,MOBILE,WEB_BROWSER,46,2,66,11327.61,0,2025-10-03
C1000002831,CUSTOMER,BASIC,VERIFIED,1922,MX,International,MOBILE,ANDROID,28,0,57,2854.54,0,2022-01-30
C1000002832,CUSTOMER,BASIC,PENDING,2028,PE,Junin,WEB,WEB_BROWSER,54,1,83,6189.91,0,2022-04-14
C1000002833,CUSTOMER,STANDARD,VERIFIED,385,PE,Junin,MOBILE,ANDROID,74,5,24,5980.14,1,2022-07-25
C1000002834,CUSTOMER,BUSINESS,VERIFIED,2834,PE,Cusco,MOBILE,ANDROID,14,2,91,8848.87,0,2025-03-03
C1000002835,CUSTOMER,BASIC,VERIFIED,389,PE,Huanuco,MOBILE,WEB_BROWSER,21,0,127,3842.35,0,2024-05-07
C1000002836,CUSTOMER,BASIC,VERIFIED,1099,PE,La Libertad,AGENCY,IOS,18,2,180,11153.25,0,2022-04-23
C1000002837,CUSTOMER,STANDARD,VERIFIED,2070,PE,La Libertad,ATM,IOS,45,0,156,8071.39,0,2020-01-07
C1000002838,CUSTOMER,STANDARD,VERIFIED,3409,PE,Huanuco,MOBILE,ANDROID,40,2,72,8018.23,0,2022-10-27
C1000002839,CUSTOMER,BASIC,VERIFIED,2172,PE,Puno,MOBILE,UNKNOWN,58,4,20,9724.41,0,2025-05-10
C1000002840,CUSTOMER,BASIC,VERIFIED,1936,PE,Arequipa,MOBILE,WEB_BROWSER,32,1,108,3658.22,0,2023-12-13
C1000002841,CUSTOMER,BASIC,VERIFIED,1791,PE,Lima,WEB,ANDROID,34,4,176,10729.84,0,2022-07-25
C1000002842,CUSTOMER,BASIC,VERIFIED,3186,PE,Lima,WEB,ANDROID,6,0,4,10142.56,0,2022-10-07
C1000002843,CUSTOMER,STANDARD,VERIFIED,3467,PE,La Libertad,WEB,WEB_BROWSER,21,0,114,179.36,0,2022-05-25
C1000002844,CUSTOMER,STANDARD,VERIFIED,2107,PE,Cusco,MOBILE,WEB_BROWSER,19,0,128,5409.74,0,2021-04-27
C1000002845,CUSTOMER,BASIC,VERIFIED,2742,PE,Arequipa,MOBILE,WEB_BROWSER,47,1,87,4433.74,0,2023-03-01
C1000002846,CUSTOMER,STANDARD,VERIFIED,1544,PE,Arequipa,AGENCY,UNKNOWN,68,0,157,11166.22,0,2021-10-21
C1000002847,CUSTOMER,STANDARD,VERIFIED,3429,PE,Cusco,MOBILE,ANDROID,18,0,88,9150.23,0,2021-09-02
